row_mod,text,conll#,text,asp_output,domain,format,is_match,mention_level,error_type,illegal_flag,comment,repeated_issue,,,
34,commercial,O,commercial,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
35,point,O,point,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
36,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
37,view,O,view,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
38,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
39,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
40,meeting,O,meeting,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
41,would,O,would,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
42,be,O,be,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
43,good,O,good,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
44,for,O,for,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
45,Singapore,B-LOC,Singapore,B-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
46,'s,O,'s,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
47,tourism,O,tourism,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
48,industry,O,industry,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
49,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
50,Tan,B-PER,Tan,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
51,said,O,said,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
52,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
53,A,O,A,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
54,large,O,large,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
55,part,O,part,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
56,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
57,Singapore,B-LOC,Singapore,B-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
58,'s,O,'s,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
59,workforce,O,workforce,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
60,would,O,would,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
61,be,O,be,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
62,mobilised,O,mobilised,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
63,to,O,to,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
64,ensure,O,ensure,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
65,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
66,meeting,O,meeting,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
67,would,O,would,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
68,run,O,run,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
69,without,O,without,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
70,a,O,a,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
71,glitch,O,glitch,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
72,but,O,but,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
73,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
74,average,O,average,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
75,Singaporean,B-MISC,Singaporean,B-MISC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
76,"\""",O,"\""",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
77,would,O,would,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
78,probably,O,probably,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
79,not,O,not,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
80,be,O,be,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
81,too,O,too,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
82,concerned,O,concerned,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
83,about,O,about,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
84,some,O,some,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
85,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
86,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
87,issues,O,issues,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
88,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
89,"\""",O,"\""",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
90,Tan,B-PER,Tan,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
91,said,O,said,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
92,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
93,"\""",O,"\""",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
94,But,O,But,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
95,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
96,more,O,more,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
97,educated,O,educated,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
98,public,O,public,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
99,will,O,will,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
0,realise,O,realise,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
1,that,O,that,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
2,these,O,these,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
3,kind,O,kind,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
4,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
5,things,O,things,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
6,are,O,are,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
7,important,O,important,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
8,for,O,for,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
9,Singapore,B-LOC,Singapore,B-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
10,as,O,as,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
11,a,O,a,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
12,small,O,small,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
13,economy,O,economy,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
14,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
15,"\""",O,"\""",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
16,Supple,B-PER,Supple,B-PER,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
17,said,O,said,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
18,any,O,any,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
19,political,O,political,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
20,gains,O,gains,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
21,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
22,Singapore,B-LOC,Singapore,B-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
23,government,O,government,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
24,would,O,would,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
25,get,O,get,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
26,from,O,from,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
27,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
28,WTO,B-ORG,WTO,B-ORG,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
29,meeting,O,meeting,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
30,--,O,--,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
31,ahead,O,ahead,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
32,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
33,a,O,a,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
34,general,O,general,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
35,election,O,election,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
36,due,O,due,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
37,by,O,by,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
38,April,O,April,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
39,1997,O,1997,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
40,--,O,--,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
41,would,O,would,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
42,depend,O,depend,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
43,on,O,on,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
44,how,O,how,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
45,successful,O,successful,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
46,it,O,it,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
47,was,O,was,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
48,in,O,in,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
49,pushing,O,pushing,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
50,its,O,its,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
51,economic,O,economic,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
52,agenda,O,agenda,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
53,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
54,"\""",O,"\""",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
55,If,O,If,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
56,there,O,there,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
57,are,O,are,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
58,any,O,any,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
59,movements,O,movements,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
60,toward,O,toward,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
61,freer,O,freer,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
62,trade,O,trade,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
63,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
64,then,O,then,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
65,Singapore,B-LOC,Singapore,B-LOC,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
66,'s,O,'s,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
67,economy,O,economy,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
68,and,O,and,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
69,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
70,electorate,O,electorate,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
71,would,O,would,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
72,gain,O,gain,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
73,",",O,",",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
74,"\""",O,"\""",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
75,he,O,he,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
76,said,O,said,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
77,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
78,"\""",O,"\""",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
79,But,O,But,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
80,I,O,I,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
81,do,O,do,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
82,n't,O,n't,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
83,think,O,think,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
84,it,O,it,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
85,would,O,would,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
86,be,O,be,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
87,wise,O,wise,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
88,to,O,to,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
89,play,O,play,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
90,up,O,up,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
91,the,O,the,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
92,political,O,political,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
93,aspect,O,aspect,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
94,of,O,of,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
95,this,O,this,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
96,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
97,I,O,I,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
98,think,O,think,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
99,political,O,political,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
0,issues,O,issues,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
1,will,O,will,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
2,take,O,take,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
3,secondary,O,secondary,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
4,importance,O,importance,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
5,to,O,to,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
6,all,O,all,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
7,these,O,these,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
8,economic,O,economic,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
9,issues,O,issues,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
10,that,O,that,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
11,will,O,will,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
12,be,O,be,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
13,displayed,O,displayed,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
14,.,O,.,O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
15,"\""",O,"\""",O,WORLD EVENTS,TEXT ARTICLE,Yes,,,,,,,,
16,Bre-X,B-ORG,Bre-X,B-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
17,",",O,",",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
18,Barrick,B-ORG,Barrick,B-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
19,said,O,said,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
20,to,O,to,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
21,continue,O,continue,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
22,Busang,B-LOC,Busang,B-LOC,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
23,talks,O,talks,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
24,.,O,.,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
25,K.T.,B-PER,K.T.,B-PER,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
26,Arasu,I-PER,Arasu,I-PER,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
27,JAKARTA,B-LOC,JAKARTA,B-LOC,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
28,1996-12-06,O,1996-12-06,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
29,Canada,B-LOC,Canada,B-LOC,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
30,'s,O,'s,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
31,Bre-X,B-ORG,Bre-X,B-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
32,Minerals,I-ORG,Minerals,I-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
33,Ltd,I-ORG,Ltd,I-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
34,and,O,and,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
35,Barrick,B-ORG,Barrick,B-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
36,Gold,I-ORG,Gold,I-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
37,Corp,I-ORG,Corp,I-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
38,are,O,are,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
39,to,O,to,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
40,continue,O,continue,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
41,negotiations,O,negotiations,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
42,to,O,to,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
43,hammer,O,hammer,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
44,out,O,out,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
45,a,O,a,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
46,partnership,O,partnership,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
47,agreement,O,agreement,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
48,to,O,to,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
49,develop,O,develop,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
50,the,O,the,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
51,spectacular,O,spectacular,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
52,Busang,B-LOC,Busang,B-LOC,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
53,gold,O,gold,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
54,find,O,find,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
55,in,O,in,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
56,Indonesia,B-LOC,Indonesia,B-LOC,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
57,",",O,",",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
58,sources,O,sources,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
59,close,O,close,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
60,to,O,to,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
61,the,O,the,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
62,talks,O,talks,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
63,said,O,said,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
64,on,O,on,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
65,Friday,O,Friday,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
66,.,O,.,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
67,"\""",O,"\""",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
68,The,O,The,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
69,negotiations,O,negotiations,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
70,will,O,will,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
71,be,O,be,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
72,held,O,held,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
73,both,O,both,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
74,in,O,in,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
75,Toronto,B-LOC,Toronto,B-LOC,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
76,and,O,and,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
77,in,O,in,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
78,Jakarta,B-LOC,Jakarta,B-LOC,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
79,",",O,",",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
80,"\""",O,"\""",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
81,one,O,one,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
82,source,O,source,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
83,",",O,",",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
84,speaking,O,speaking,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
85,on,O,on,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
86,condition,O,condition,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
87,of,O,of,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
88,anonymity,O,anonymity,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
89,",",O,",",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
90,told,O,told,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
91,Reuters,B-ORG,Reuters,B-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
92,.,O,.,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
93,Another,O,Another,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
94,source,O,source,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
95,said,O,said,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
96,most,O,most,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
97,of,O,of,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
98,the,O,the,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
99,key,O,key,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
0,negotiators,O,negotiators,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
1,from,O,from,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
2,both,O,both,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
3,Bre-X,B-ORG,Bre-X,B-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
4,and,O,and,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
5,Barrick,B-ORG,Barrick,B-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
6,had,O,had,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
7,returned,O,returned,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
8,to,O,to,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
9,Toronto,B-LOC,Toronto,B-LOC,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
10,",",O,",",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
11,but,O,but,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
12,declined,O,declined,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
13,to,O,to,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
14,say,O,say,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
15,if,O,if,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
16,there,O,there,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
17,had,O,had,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
18,been,O,been,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
19,any,O,any,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
20,progress,O,progress,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
21,in,O,in,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
22,their,O,their,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
23,negotiations,O,negotiations,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
24,.,O,.,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
25,Both,O,Both,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
26,sources,O,sources,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
27,said,O,said,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
28,Bre-X,B-ORG,Bre-X,B-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
29,and,O,and,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
30,Barrick,B-ORG,Barrick,B-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
31,did,O,did,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
32,not,O,not,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
33,hold,O,hold,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
34,talks,O,talks,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
35,on,O,on,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
36,Thursday,O,Thursday,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
37,with,O,with,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
38,Mines,B-ORG,Mines,B-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
39,and,I-ORG,and,I-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
40,Energy,I-ORG,Energy,I-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
41,Ministry,I-ORG,Ministry,I-ORG,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
42,Secretary-General,O,Secretary-General,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
43,Umar,B-PER,Umar,B-PER,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
44,Said,I-PER,Said,I-PER,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
45,",",O,",",O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
46,who,O,who,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
47,is,O,is,O,ECONOMY,TEXT ARTICLE,Yes,,,,,,,,
